1.188640028703959357e-02,-8.737583854235710101e-03,9.040076883199327229e-03,-4.819168148096653059e-02,-1.521041335072368175e-02,-2.026644721627235413e-02
-6.182839883452600008e-03,1.238023629945626293e-02,-1.547884958029803124e-02,-1.281531341616452824e-02,6.379919684453254011e-03,-2.191923931241035461e-02
-9.721664053116314819e-03,6.403577994205988944e-03,1.616182001210594854e-02,3.371548170495470426e-03,5.634590227661342987e-03,4.727458953857421875e-02
8.125709270583085508e-03,1.689551267166584242e-02,-6.038154793107791685e-04,3.033963050086944946e-02,2.271773165727304644e-02,4.707731306552886963e-03
-1.442920259044817161e-02,-6.317719514481717064e-03,-1.639290108190228495e-02,-2.375112869776790925e-03,-1.391562037946034863e-02,3.080576658248901367e-03
-1.726940493487440741e-03,4.822502729560562348e-03,4.784109724763164345e-03,-2.639423984025297994e-03,-1.459577783825807828e-02,-1.842221617698669434e-02
-1.961514726281168505e-02,-1.185777736827722806e-03,-6.591379890839254435e-03,-1.983739746113655222e-04,-8.920366208379462009e-03,9.007896482944488525e-02
-8.894357656633176956e-03,-9.125887227128263307e-03,-7.221764821830827658e-03,-1.500578390453788033e-02,1.291108650135964521e-02,-1.645847596228122711e-02
-7.918941582708316149e-03,4.603290740245341052e-03,1.846490642055870907e-02,-5.657640611752869086e-03,-3.363110323747001140e-02,5.471926182508468628e-02
2.043251266165196922e-03,9.439093188620980776e-03,-4.263273522019515871e-03,-1.315613060096439482e-02,-1.496093536284207395e-02,-3.476721420884132385e-02
-1.014707666472533520e-02,-9.531577988915761190e-03,-1.721520564751694016e-03,-4.522578493924810095e-03,-1.873989229983029706e-02,-2.765261381864547729e-02
1.265129072708079394e-02,3.049504006048663930e-03,-1.249845048296266067e-02,-6.635353607513637571e-03,-7.659586940038330509e-03,7.011588662862777710e-02
3.614606326639965839e-02,3.701509271437921147e-03,6.569106063883133062e-03,2.040397228362652790e-03,-2.955197455788344252e-02,2.986604161560535431e-02
-5.538810781824098431e-03,-9.763559159667553264e-03,1.913701926047604862e-02,-1.837311626877636064e-03,2.702022743954634806e-02,-1.282191090285778046e-02
-6.006783378446326274e-03,-6.915779970101241896e-03,1.234124374362486828e-03,-1.436341611649065778e-02,1.865017201149992560e-02,-5.146684497594833374e-02
