1.785902087589437415e-02,3.347306903281422295e-03,1.669515304308932108e-02,-3.793642960556530691e-02,-1.425885663594357198e-03,-1.713707542211747453e-02
2.327374165441022753e-04,4.647968917642456531e-03,-4.986508772145904246e-03,-2.511857851287440432e-03,5.009376324029397344e-03,-6.362148118422230117e-03
-2.049697367748257257e-03,1.413245066996295920e-03,7.395921321996669351e-02,2.498666533037431636e-02,2.932220600438013684e-03,1.219864368362776619e-01
1.724751396367869795e-03,1.186472596981195948e-02,1.463148520685718032e-02,1.134520894151638468e-02,9.756622483308424049e-04,-4.425252558678380993e-02
-2.735394798695636037e-03,2.665573204981280288e-03,-5.118612760337470230e-02,5.609567349666692501e-03,-3.463727814528581514e-03,6.854227498090861848e-02
4.331386105606787641e-03,1.394413144217894300e-02,7.697173806461097417e-03,-4.029972849005630277e-03,-1.656707444728341711e-03,-4.685384574155529447e-02
-2.367682439575370321e-03,-5.085236521736125580e-03,-3.770964950386270637e-02,-8.459276768906884292e-03,2.683419022917582584e-03,4.484678200631177225e-02
-3.805870415028987565e-03,5.387884670091469194e-03,3.772484508525743990e-02,-1.206499180752746737e-02,2.493778549789187580e-03,2.369651923637611235e-02
-2.638141681099447338e-03,3.236517256027384576e-03,5.487705032480198752e-02,-2.475184650374115392e-02,2.371819939278515805e-04,8.634895494944901106e-02
-6.758907511300735671e-04,7.920585036858319300e-03,-6.507020695077503879e-03,-2.517127857514937783e-02,-1.120061987738669475e-02,-4.631822520377221197e-02
-5.940483037923538316e-03,-1.136164470872554977e-03,1.363480734958387106e-02,-8.710080605116146679e-03,-4.563805719517921577e-03,-6.378067962576752792e-02
8.989347204916833464e-04,-4.859299877589114310e-03,-3.438287346122877869e-02,-1.505445624077449140e-02,3.600941150046846882e-04,4.694595653924446554e-02
1.354733918917282003e-02,6.318750167937222870e-03,7.876792316359333690e-02,3.037595193492060794e-02,-9.723330495458362135e-04,9.519045228022675331e-02
-4.077109056072451138e-03,-2.268652547224911126e-03,2.636393557190965659e-02,-7.258175621950520989e-03,3.925169608822132519e-03,-2.371296206530974782e-04
-4.133154790328856173e-03,1.113930957334021386e-02,1.054753604446804355e-02,-6.678754721179008293e-03,1.237641183590791442e-02,-3.948951229358019233e-02
-1.115007393673636375e-02,3.955003763735885636e-03,1.571200866266866600e-02,1.473064499558915906e-02,-4.102687288883242675e-03,-6.914130230598775073e-02
1.040800245095222041e-03,-4.188897826284416342e-03,-3.369127814003745891e-02,-1.290477172825197846e-02,5.343059549750808941e-04,4.311819728965182730e-02
-5.948108583723834587e-03,-1.637245785535491969e-03,2.415725018611969421e-02,-5.788746214689815400e-03,5.238996166674828557e-03,-7.232837592744767972e-03
-3.207739680828969406e-03,-2.330448609984980650e-03,-4.597779539912602575e-02,9.256213026889561005e-03,1.271216885608678114e-03,3.489690957259003468e-02
-3.777441853399279934e-03,1.311818308618088518e-03,2.879094695918417088e-02,-2.842155998032178457e-02,5.945179744096132455e-04,1.188114349308752871e-01
-1.719915244000494101e-02,4.309995490989614042e-03,2.846668924486824709e-02,1.062961053430015561e-02,-4.329237263911347305e-03,-1.545872726027097167e-02
-3.899253691491205102e-03,4.933794515584800575e-03,1.921841195234972807e-02,-2.849942818388749924e-02,3.241672297542133856e-03,1.223145194492680915e-01
1.937209759574166164e-04,9.190954411271354957e-03,-3.021392917207702065e-03,-1.156325409439418195e-02,1.104733238619778381e-02,-2.208552511319644349e-02
-3.271387304153447820e-03,4.953641578879377540e-03,2.541113901254661231e-02,-6.487144209098118404e-03,1.200512486052225962e-03,2.260324389651556000e-03
-2.379158207164913837e-03,2.470300942307664550e-03,-3.491471955521816516e-03,-1.500410347742397663e-02,-3.508956224724867328e-03,-3.008301718708565262e-02
-3.347594476632776610e-04,2.295726456878767127e-03,5.441247214683474914e-02,-2.952758265663598530e-02,2.418705398797527713e-03,8.804515444115422473e-02
9.155496947431819143e-04,4.932158075777202944e-03,-7.911928594862276121e-03,-9.132320764895243692e-03,2.310168878786079960e-03,-2.681461970591312183e-03
2.160092975067371638e-03,5.246863193271036375e-03,1.341039825401534220e-02,1.015517609332636413e-02,-8.420306239885060398e-03,-7.703214686892513596e-02
-2.485165399834339366e-03,-3.849539291328391011e-03,-2.026125082308108394e-02,-9.729521997427605443e-03,-2.135409266538208610e-03,1.343601547716707532e-03
-3.348922130158726081e-03,7.493522769383011151e-03,1.293354280487476853e-02,-6.832727380730733643e-03,4.365505951742406341e-04,-4.868848958632448869e-03
-3.100025604497336044e-03,-5.113722183296713544e-04,5.225560117728821757e-02,-3.028417635099630439e-02,3.461268406804280783e-03,9.548842092909656798e-02
-4.228871717712725554e-03,-1.406485466273097406e-04,5.386380684574421790e-02,-2.751496403536057844e-02,-5.226316355489062180e-04,9.585302542887111366e-02
1.712036741390354170e-03,-5.221819487569369367e-03,-1.290094422186033839e-02,-1.777266800190745177e-02,-5.585829907568682154e-03,2.651939647022657533e-03
-2.204125118141311325e-03,9.067403178498495420e-03,2.732949507708461526e-02,5.529268898882594603e-03,1.429208394537324857e-03,1.485234345952472952e-02
3.372263010216094807e-04,-1.240149793323586623e-02,2.227455912842806265e-02,-9.107442918896476586e-03,-5.430233932846651509e-04,-4.270513007932134203e-03
-4.325381089354107984e-03,8.186668228305599929e-04,5.420162861417772426e-02,-2.751033540905265667e-02,3.852473370635731229e-03,9.027266403012874918e-02
-1.306384525818971715e-02,6.991863546021040085e-03,3.051389119727216867e-02,-7.850749684994860061e-03,1.206199652493915265e-03,1.981063004217921072e-02
-2.042975876116861177e-03,2.579557889316434413e-03,3.215491459164632193e-02,-1.316512008604573541e-02,4.993366343662838588e-05,1.099871227957789112e-02
-3.058437046169132541e-03,1.394370362177891655e-03,-2.618343586030565801e-02,1.308822416942029970e-02,-6.763741714206423367e-03,-1.194957649672104966e-02
-5.904383799956546127e-04,3.922673185350877660e-03,3.520834428000692989e-02,-2.491704045770017084e-02,-3.857716490909923572e-04,1.040719493607948354e-01
-1.209049271510761591e-03,5.006400010540821080e-03,2.808806906059210795e-02,-2.764189424672095635e-02,-2.713784222866728229e-04,1.133375692087513625e-01
-1.038393229756999101e-03,3.814264222493753825e-03,-3.510560564217192481e-02,-8.859682760365923671e-03,-4.004759870856819913e-03,6.462634259961552718e-02
-7.246255366023618590e-03,-5.636284727379764145e-04,-2.383081288504550199e-02,-2.315821713315257754e-02,-2.442581153010512773e-03,1.495937461464205004e-02
-3.155733838595338979e-03,-5.535765648772193953e-04,5.374154002503334776e-02,-2.881020202895898108e-02,2.884287168407318174e-05,9.605884587507963757e-02
-2.142153724881929941e-02,6.544993364154736565e-03,3.705705549024244233e-02,-1.505866170697500034e-02,-1.901788739262477799e-03,3.606924701675997408e-02
4.355949144640832642e-04,1.659196970710006018e-03,-2.669133715214249206e-02,-2.784189190807513994e-02,2.875816881715695904e-03,-2.824330962580966567e-02
-7.476547501588650876e-04,7.015216648464608733e-03,-3.725493845762583439e-02,-8.629434046808454745e-03,-7.138171418810388726e-04,5.661993592411013881e-02
